epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,11177.4,1.10954,5.03015,1.0618,0,0,0,0,0,6.82819,0,0.0015842,0.0015842,0.0015842
23,11252.3,1.31441,4.6694,1.16102,0,0,0,0,0,7.28621,0,0.0015644,0.0015644,0.0015644
24,11329.5,1.37469,4.52913,1.27235,0,0,0,0,0,15.1738,0,0.0015446,0.0015446,0.0015446
25,11405.8,2.3045,4.67434,1.99332,0,0,0,0,0,5.31823,0,0.0015248,0.0015248,0.0015248
26,11485.4,1.2206,3.92955,1.04565,0,0,0,0,0,6.12063,0,0.001505,0.001505,0.001505
27,11563,2.22283,4.65113,1.91326,0,0,0,0,0,15.072,0,0.0014852,0.0014852,0.0014852
28,11638.5,1.03488,3.59132,0.91281,0,0,0,0,0,3.49898,0,0.0014654,0.0014654,0.0014654
29,11728,1.82812,4.10528,1.58194,0,0,0,0,0,2.90036,0,0.0014456,0.0014456,0.0014456
30,11803.7,1.13355,3.30139,1.03739,0,0,0,0,0,2.48181,0,0.0014258,0.0014258,0.0014258
31,11881.5,1.15607,3.34581,1.05003,0,0,0,0,0,2.9895,0,0.001406,0.001406,0.001406
32,11956.1,1.11436,3.19192,0.9412,0,0,0,0,0,2.41139,0,0.0013862,0.0013862,0.0013862
33,12032,1.69268,3.99917,1.48855,0,0,0,0,0,2.22594,0,0.0013664,0.0013664,0.0013664
34,12107.4,1.21728,3.02961,1.11792,0,0,0,0,0,2.48287,0,0.0013466,0.0013466,0.0013466
35,12184.7,1.78047,3.82061,1.59421,0,0,0,0,0,2.25993,0,0.0013268,0.0013268,0.0013268
36,12265,1.37731,3.48293,1.19958,0,0,0,0,0,1.93922,0,0.001307,0.001307,0.001307
37,12343.5,1.42855,3.39721,1.31626,0,0,0,0,0,1.77748,0,0.0012872,0.0012872,0.0012872
38,12419.7,1.09905,2.84004,1.00226,0,0,0,0,0,1.72171,0,0.0012674,0.0012674,0.0012674
39,12498.7,1.11592,2.68824,0.98774,0,0,0,0,0,1.85737,0,0.0012476,0.0012476,0.0012476
40,12574.8,1.76588,3.52054,1.57097,0,0,0,0,0,1.55875,0,0.0012278,0.0012278,0.0012278
41,12653.1,1.22767,3.05614,1.15249,0,0,0,0,0,1.25878,0,0.001208,0.001208,0.001208
42,12730.1,1.33132,2.76244,1.13561,0,0,0,0,0,1.16282,0,0.0011882,0.0011882,0.0011882
43,12805.5,1.73678,3.43723,1.53512,0,0,0,0,0,1.2782,0,0.0011684,0.0011684,0.0011684
44,12879,0.94839,2.54501,0.89227,0,0,0,0,0,1.19392,0,0.0011486,0.0011486,0.0011486
45,12953.7,1.08042,2.66639,1.02566,0,0,0,0,0,1.12415,0,0.0011288,0.0011288,0.0011288
46,13029.6,1.38034,3.03004,1.31525,0,0,0,0,0,1.365,0,0.001109,0.001109,0.001109
47,13105.2,1.35472,2.80261,1.27245,0,0,0,0,0,2.16369,0,0.0010892,0.0010892,0.0010892
48,13334.5,1.75456,3.65396,1.66449,0,0,0,0,0,3.73404,0,0.0010694,0.0010694,0.0010694
49,13419.2,1.08056,2.72752,1.01258,0,0,0,0,0,2.4627,0,0.0010496,0.0010496,0.0010496
50,13500.3,1.54008,3.16194,1.47668,0,0,0,0,0,1.23098,0,0.0010298,0.0010298,0.0010298
51,13582.3,1.08693,2.63313,1.08118,0,0,0,0,0,1.24158,0,0.00101,0.00101,0.00101
52,13659.6,1.34964,2.87745,1.3317,0,0,0,0,0,1.37026,0,0.0009902,0.0009902,0.0009902
53,13739.8,1.54693,2.98716,1.40787,0,0,0,0,0,1.48605,0,0.0009704,0.0009704,0.0009704
54,13818.7,1.0686,2.48106,1.103,0,0,0,0,0,1.30556,0,0.0009506,0.0009506,0.0009506
55,13895.6,1.61896,3.31604,1.54287,0,0,0,0,0,1.20734,0,0.0009308,0.0009308,0.0009308
56,13974.2,1.23318,2.58317,1.21043,0,0,0,0,0,1.71723,0,0.000911,0.000911,0.000911
57,14051.8,1.51945,2.88532,1.3239,0,0,0,0,0,1.18807,0,0.0008912,0.0008912,0.0008912
58,14129.5,1.3414,2.76746,1.30509,0,0,0,0,0,1.20724,0,0.0008714,0.0008714,0.0008714
59,14205.7,0.74642,1.95837,0.75585,0,0,0,0,0,0.83329,0,0.0008516,0.0008516,0.0008516
60,14283.4,1.45591,2.96204,1.36017,0,0,0,0,0,0.7661,0,0.0008318,0.0008318,0.0008318
61,14358.1,1.20404,2.93961,1.19466,0,0,0,0,0,0.78896,0,0.000812,0.000812,0.000812
62,14435.1,1.60861,3.16435,1.58079,0,0,0,0,0,1.24054,0,0.0007922,0.0007922,0.0007922
63,14515.4,1.31438,2.9106,1.3237,0,0,0,0,0,4.16897,0,0.0007724,0.0007724,0.0007724
64,14582.2,0.89254,1.94805,0.92972,0,0,0,0,0,1.73308,0,0.0007526,0.0007526,0.0007526
65,14632.9,1.45799,2.8609,1.4148,0,0,0,0,0,1.26932,0,0.0007328,0.0007328,0.0007328
66,14685.2,1.31753,2.73088,1.23801,0,0,0,0,0,1.33683,0,0.000713,0.000713,0.000713
67,14739.4,1.49155,2.82506,1.45641,0,0,0,0,0,1.69826,0,0.0006932,0.0006932,0.0006932
68,14794.4,0.89512,1.91605,0.86423,0,0,0,0,0,1.54089,0,0.0006734,0.0006734,0.0006734
69,14849.1,1.02065,2.32219,1.10804,0,0,0,0,0,1.45956,0,0.0006536,0.0006536,0.0006536
70,14904.5,1.41511,2.66799,1.31548,0,0,0,0,0,1.81729,0,0.0006338,0.0006338,0.0006338
71,14959.1,0.86067,1.9496,0.84777,0,0,0,0,0,1.0537,0,0.000614,0.000614,0.000614
72,15014.5,1.13489,2.23413,1.06714,0,0,0,0,0,0.79448,0,0.0005942,0.0005942,0.0005942
73,15069.2,1.42569,2.90568,1.35489,0,0,0,0,0,0.83659,0,0.0005744,0.0005744,0.0005744
74,15124,1.47856,2.90917,1.39418,0,0,0,0,0,1.01845,0,0.0005546,0.0005546,0.0005546
75,15178.7,1.67927,2.87703,1.59732,0,0,0,0,0,1.67072,0,0.0005348,0.0005348,0.0005348
76,15234,1.52861,2.79599,1.38472,0,0,0,0,0,2.18431,0,0.000515,0.000515,0.000515
77,15289,1.06506,2.39026,1.09042,0,0,0,0,0,1.84921,0,0.0004952,0.0004952,0.0004952
78,15343.5,0.59816,1.62652,0.57995,0,0,0,0,0,1.03058,0,0.0004754,0.0004754,0.0004754
79,15398.4,1.21429,2.5966,1.22443,0,0,0,0,0,0.65848,0,0.0004556,0.0004556,0.0004556
80,15455.4,1.21763,2.31958,1.13469,0,0,0,0,0,0.65608,0,0.0004358,0.0004358,0.0004358
81,15516.2,1.05677,2.27812,1.01286,0,0,0,0,0,0.67713,0,0.000416,0.000416,0.000416
82,15573.1,1.07014,2.17748,1.08552,0,0,0,0,0,0.7729,0,0.0003962,0.0003962,0.0003962
83,15629.8,1.48147,2.60389,1.30219,0,0,0,0,0,1.08648,0,0.0003764,0.0003764,0.0003764
84,15685.7,1.29196,2.29455,1.1993,0,0,0,0,0,1.45472,0,0.0003566,0.0003566,0.0003566
85,15742.4,1.18285,2.36204,1.20112,0,0,0,0,0,1.91143,0,0.0003368,0.0003368,0.0003368
86,15801.2,1.06342,2.4307,1.14169,0,0,0,0,0,1.90088,0,0.000317,0.000317,0.000317
87,15857.8,1.06025,2.25259,0.97569,0,0,0,0,0,1.45184,0,0.0002972,0.0002972,0.0002972
88,15913.5,1.26569,2.17206,1.18065,0,0,0,0,0,1.28549,0,0.0002774,0.0002774,0.0002774
89,15970.1,1.11831,2.18535,1.12043,0,0,0,0,0,1.31754,0,0.0002576,0.0002576,0.0002576
90,16024.7,0.97049,2.04085,0.90725,0,0,0,0,0,1.0532,0,0.0002378,0.0002378,0.0002378
91,16079,0.43765,1.19647,0.44772,0,0,0,0,0,0.95592,0,0.000218,0.000218,0.000218
92,16133.3,0.61861,1.5263,0.6838,0,0,0,0,0,0.91739,0,0.0001982,0.0001982,0.0001982
93,16189.7,0.56673,1.29203,0.5871,0,0,0,0,0,1.01119,0,0.0001784,0.0001784,0.0001784
94,16244.1,0.64003,1.30164,0.66518,0,0,0,0,0,1.05348,0,0.0001586,0.0001586,0.0001586
95,16298.2,0.58812,1.28074,0.63809,0,0,0,0,0,1.1433,0,0.0001388,0.0001388,0.0001388
96,16352.4,0.79452,1.48837,0.7615,0,0,0,0,0,1.29086,0,0.000119,0.000119,0.000119
97,16406.8,0.67033,1.41062,0.63861,0,0,0,0,0,1.49454,0,9.92e-05,9.92e-05,9.92e-05
98,16460.9,0.61009,1.23744,0.62375,0,0,0,0,0,1.77711,0,7.94e-05,7.94e-05,7.94e-05
99,16516.4,0.62595,1.29973,0.6517,0,0,0,0,0,1.71428,0,5.96e-05,5.96e-05,5.96e-05
100,16572.1,0.57339,1.33279,0.60755,0,0,0,0,0,1.7576,0,3.98e-05,3.98e-05,3.98e-05
